Time, ValueCH1, ValueCH2, ValueCH3,  ValueCH4,  PSUstat
2024-09-05 08:40:26, 0, 0, 39.75 ,29.111,40.269,OFF
2024-09-05 08:40:40, 0, 0, 39.748 ,29.11,40.268,OFF
2024-09-05 08:40:53, 0, 0, 39.746 ,29.099,40.266,OFF
2024-09-05 08:41:07, 0, 0, 39.745 ,29.102,40.264,OFF
2024-09-05 08:41:20, 0, 0, 39.743 ,29.087,40.263,OFF
2024-09-05 08:41:34, 0, 0, 39.741 ,29.091,40.261,OFF
2024-09-05 08:41:47, 0, 0, 39.739 ,29.099,40.26,OFF
2024-09-05 08:42:01, 0, 0, 39.737 ,29.1,40.258,OFF
2024-09-05 08:42:14, 0, 0, 39.735 ,29.104,40.256,OFF
2024-09-05 08:42:28, 0, 0, 39.734 ,29.116,40.255,OFF
2024-09-05 08:42:41, 0, 0, 39.732 ,29.127,40.253,OFF
2024-09-05 08:42:54, 0, 0, 39.73 ,29.138,40.252,OFF
2024-09-05 08:43:08, 0, 0, 39.728 ,29.147,40.25,OFF
2024-09-05 08:43:21, 0, 0, 39.726 ,29.144,40.249,OFF
2024-09-05 08:43:35, 0, 0, 39.725 ,29.148,40.247,OFF
2024-09-05 08:43:48, 0, 0, 39.723 ,29.151,40.245,OFF
2024-09-05 08:44:02, 0, 0, 39.721 ,29.157,40.244,OFF
2024-09-05 08:44:15, 0, 0, 39.719 ,29.15,40.242,OFF
2024-09-05 08:44:29, 0, 0, 39.717 ,29.145,40.241,OFF
2024-09-05 08:44:42, 0, 0, 39.716 ,29.148,40.239,OFF
2024-09-05 08:44:56, 0, 0, 39.714 ,29.147,40.238,OFF
2024-09-05 08:45:09, 0, 0, 39.712 ,29.152,40.236,OFF
2024-09-05 08:45:23, 0, 0, 39.71 ,29.157,40.235,OFF
2024-09-05 08:45:36, 0, 0, 39.708 ,29.163,40.234,OFF
2024-09-05 08:45:50, 0, 0, 39.707 ,29.159,40.232,OFF
2024-09-05 08:46:03, 0, 0, 39.705 ,29.159,40.231,OFF
2024-09-05 08:46:17, 0, 0, 39.703 ,29.165,40.229,OFF
2024-09-05 08:46:30, 0, 0, 39.701 ,29.165,40.227,OFF
2024-09-05 08:46:43, 0, 0, 39.699 ,29.163,40.226,OFF
2024-09-05 08:46:57, 0, 0, 39.698 ,29.165,40.225,OFF
2024-09-05 08:47:10, 0, 0, 39.696 ,29.161,40.223,OFF
2024-09-05 08:47:24, 0, 0, 39.694 ,29.17,40.222,OFF
2024-09-05 08:47:37, 0, 0, 39.692 ,29.178,40.22,OFF
2024-09-05 08:47:51, 0, 0, 39.691 ,29.184,40.219,OFF
2024-09-05 08:48:04, 0, 0, 39.689 ,29.19,40.217,OFF
2024-09-05 08:48:18, 0, 0, 39.687 ,29.196,40.216,OFF
2024-09-05 08:48:31, 0, 0, 39.685 ,29.201,40.214,OFF
2024-09-05 08:48:45, 0, 0, 39.683 ,29.2,40.213,OFF
2024-09-05 08:48:58, 0, 0, 39.682 ,29.2,40.211,OFF
2024-09-05 08:49:12, 0, 0, 39.68 ,29.203,40.21,OFF
2024-09-05 08:49:25, 0, 0, 39.678 ,29.2,40.209,OFF
2024-09-05 08:49:39, 0, 0, 39.676 ,29.197,40.207,OFF
2024-09-05 08:49:52, 0, 0, 39.675 ,29.193,40.206,OFF
2024-09-05 08:50:06, 0, 0, 39.673 ,29.189,40.204,OFF
2024-09-05 08:50:19, 0, 0, 39.671 ,29.173,40.203,OFF
2024-09-05 08:50:32, 0, 0, 39.669 ,29.18,40.201,OFF
2024-09-05 08:50:46, 0, 0, 39.668 ,29.189,40.2,OFF
2024-09-05 08:50:59, 0, 0, 39.666 ,29.179,40.198,OFF
2024-09-05 08:51:13, 0, 0, 39.664 ,29.163,40.197,OFF
2024-09-05 08:51:26, 0, 0, 39.662 ,29.151,40.195,OFF
2024-09-05 08:51:40, 0, 0, 39.661 ,29.142,40.194,OFF
2024-09-05 08:51:53, 0, 0, 39.659 ,29.138,40.192,OFF
2024-09-05 08:52:07, 0, 0, 39.657 ,29.148,40.191,OFF
2024-09-05 08:52:20, 0, 0, 39.655 ,29.158,40.189,OFF
2024-09-05 08:52:34, 0, 0, 39.654 ,29.166,40.188,OFF
2024-09-05 08:52:47, 0, 0, 39.652 ,29.167,40.186,OFF
2024-09-05 08:53:01, 0, 0, 39.65 ,29.172,40.185,OFF
2024-09-05 08:53:14, 0, 0, 39.649 ,29.176,40.183,OFF
2024-09-05 08:53:28, 0, 0, 39.647 ,29.173,40.182,OFF
2024-09-05 08:53:41, 0, 0, 39.645 ,29.172,40.181,OFF
2024-09-05 08:53:55, 0, 0, 39.643 ,29.17,40.179,OFF
2024-09-05 08:54:08, 0, 0, 39.642 ,29.167,40.177,OFF
2024-09-05 08:54:21, 0, 0, 39.64 ,29.166,40.176,OFF
2024-09-05 08:54:35, 0, 0, 39.638 ,29.167,40.175,OFF
2024-09-05 08:54:48, 0, 0, 39.637 ,29.164,40.173,OFF
2024-09-05 08:55:02, 0, 0, 39.635 ,29.157,40.172,OFF
2024-09-05 08:55:15, 0, 0, 39.633 ,29.141,40.17,OFF
2024-09-05 08:55:29, 0, 0, 39.631 ,29.121,40.169,OFF
2024-09-05 08:55:42, 0, 0, 39.63 ,29.121,40.168,OFF
2024-09-05 08:55:56, 0, 0, 39.628 ,29.112,40.166,OFF
2024-09-05 08:56:09, 0, 0, 39.626 ,29.119,40.164,OFF
2024-09-05 08:56:23, 0, 0, 39.625 ,29.119,40.163,OFF
2024-09-05 08:56:36, 0, 0, 39.623 ,29.114,40.162,OFF
2024-09-05 08:56:50, 0, 0, 39.621 ,29.101,40.16,OFF
2024-09-05 08:57:03, 0, 0, 39.619 ,29.11,40.159,OFF
2024-09-05 08:57:17, 0, 0, 39.618 ,29.118,40.157,OFF
2024-09-05 08:57:30, 0, 0, 39.616 ,29.125,40.156,OFF
2024-09-05 08:57:44, 0, 0, 39.614 ,29.132,40.154,OFF
2024-09-05 08:57:57, 0, 0, 39.613 ,29.14,40.153,OFF
2024-09-05 08:58:10, 0, 0, 39.611 ,29.145,40.152,OFF
2024-09-05 08:58:24, 0, 0, 39.609 ,29.146,40.15,OFF
2024-09-05 08:58:37, 0, 0, 39.608 ,29.146,40.149,OFF
2024-09-05 08:58:51, 0, 0, 39.606 ,29.147,40.147,OFF
2024-09-05 08:59:04, 0, 0, 39.604 ,29.147,40.146,OFF
2024-09-05 08:59:18, 0, 0, 39.603 ,29.144,40.144,OFF
2024-09-05 08:59:31, 0, 0, 39.601 ,29.139,40.143,OFF
2024-09-05 08:59:45, 0, 0, 39.599 ,29.142,40.141,OFF
2024-09-05 08:59:58, 0, 0, 39.598 ,29.143,40.14,OFF
2024-09-05 09:00:12, 0, 0, 39.596 ,29.138,40.138,OFF
2024-09-05 09:00:25, 0, 0, 39.594 ,29.138,40.137,OFF
2024-09-05 09:00:39, 0, 0, 39.593 ,29.141,40.135,OFF
2024-09-05 09:00:52, 0, 0, 39.591 ,29.141,40.134,OFF
2024-09-05 09:01:06, 0, 0, 39.589 ,29.137,40.132,OFF
2024-09-05 09:01:19, 0, 0, 39.588 ,29.131,40.131,OFF
2024-09-05 09:01:33, 0, 0, 39.586 ,29.135,40.129,OFF
2024-09-05 09:01:46, 0, 0, 39.584 ,29.135,40.128,OFF
2024-09-05 09:01:59, 0, 0, 39.583 ,29.142,40.127,OFF
2024-09-05 09:02:13, 0, 0, 39.581 ,29.146,40.125,OFF
2024-09-05 09:02:26, 0, 0, 39.579 ,29.139,40.124,OFF
2024-09-05 09:02:40, 0, 0, 39.578 ,29.131,40.122,OFF
2024-09-05 09:02:53, 0, 0, 39.576 ,29.127,40.121,OFF
2024-09-05 09:03:07, 0, 0, 39.574 ,29.129,40.119,OFF
2024-09-05 09:03:20, 0, 0, 39.573 ,29.138,40.118,OFF
2024-09-05 09:03:34, 0, 0, 39.571 ,29.133,40.117,OFF
2024-09-05 09:03:47, 0, 0, 39.569 ,29.135,40.115,OFF
2024-09-05 09:04:01, 0, 0, 39.568 ,29.143,40.114,OFF
2024-09-05 09:04:14, 0, 0, 39.566 ,29.14,40.112,OFF
2024-09-05 09:04:28, 0, 0, 39.564 ,29.146,40.111,OFF
2024-09-05 09:04:41, 0, 0, 39.563 ,29.155,40.109,OFF
2024-09-05 09:04:55, 0, 0, 39.561 ,29.166,40.108,OFF
2024-09-05 09:05:08, 0, 0, 39.559 ,29.174,40.107,OFF
2024-09-05 09:05:22, 0, 0, 39.558 ,29.191,40.105,OFF
2024-09-05 09:05:35, 0, 0, 39.556 ,29.195,40.104,OFF
2024-09-05 09:05:48, 0, 0, 39.555 ,29.193,40.102,OFF
2024-09-05 09:06:02, 0, 0, 39.553 ,29.199,40.101,OFF
2024-09-05 09:06:15, 0, 0, 39.551 ,29.2,40.1,OFF
2024-09-05 09:06:29, 0, 0, 39.55 ,29.195,40.098,OFF
2024-09-05 09:06:42, 0, 0, 39.548 ,29.186,40.097,OFF
2024-09-05 09:06:56, 0, 0, 39.546 ,29.185,40.096,OFF
2024-09-05 09:07:09, 0, 0, 39.545 ,29.188,40.094,OFF
2024-09-05 09:07:23, 0, 0, 39.543 ,29.192,40.093,OFF
2024-09-05 09:07:36, 0, 0, 39.542 ,29.195,40.092,OFF
2024-09-05 09:07:50, 0, 0, 39.54 ,29.202,40.09,OFF
2024-09-05 09:08:03, 0, 0, 39.538 ,29.202,40.089,OFF
2024-09-05 09:08:17, 0, 0, 39.537 ,29.207,40.088,OFF
2024-09-05 09:08:30, 0, 0, 39.535 ,29.197,40.086,OFF
2024-09-05 09:08:44, 0, 0, 39.534 ,29.196,40.085,OFF
2024-09-05 09:08:57, 0, 0, 39.532 ,29.202,40.083,OFF
2024-09-05 09:09:11, 0, 0, 39.53 ,29.204,40.082,OFF
2024-09-05 09:09:24, 0, 0, 39.529 ,29.198,40.081,OFF
2024-09-05 09:09:37, 0, 0, 39.527 ,29.199,40.079,OFF
2024-09-05 09:09:51, 0, 0, 39.526 ,29.199,40.078,OFF
2024-09-05 09:10:04, 0, 0, 39.524 ,29.198,40.077,OFF
2024-09-05 09:10:18, 0, 0, 39.522 ,29.193,40.075,OFF
2024-09-05 09:10:31, 0, 0, 39.521 ,29.197,40.074,OFF
2024-09-05 09:10:45, 0, 0, 39.519 ,29.2,40.073,OFF
2024-09-05 09:10:58, 0, 0, 39.518 ,29.189,40.071,OFF
2024-09-05 09:11:12, 0, 0, 39.516 ,29.179,40.07,OFF
2024-09-05 09:11:25, 0, 0, 39.514 ,29.171,40.069,OFF
2024-09-05 09:11:39, 0, 0, 39.513 ,29.153,40.067,OFF
2024-09-05 09:11:52, 0, 0, 39.511 ,29.15,40.066,OFF
2024-09-05 09:12:06, 0, 0, 39.51 ,29.146,40.064,OFF
2024-09-05 09:12:19, 0, 0, 39.508 ,29.141,40.063,OFF
2024-09-05 09:12:33, 0, 0, 39.507 ,29.153,40.061,OFF
2024-09-05 09:12:46, 0, 0, 39.505 ,29.169,40.06,OFF
2024-09-05 09:13:00, 0, 0, 39.503 ,29.166,40.059,OFF
2024-09-05 09:13:13, 0, 0, 39.502 ,29.166,40.057,OFF
2024-09-05 09:13:27, 0, 0, 39.5 ,29.166,40.056,OFF
2024-09-05 09:13:40, 0, 0, 39.499 ,29.165,40.054,OFF
2024-09-05 09:13:54, 0, 0, 39.57 ,29.176,40.053,ON
2024-09-05 09:14:08, 0, 0, 39.742 ,29.17,40.052,ON
2024-09-05 09:14:21, 0, 0, 39.93 ,29.168,40.051,ON
2024-09-05 09:14:34, 0, 0, 40.121 ,29.167,40.051,ON
2024-09-05 09:14:48, 0, 0, 40.311 ,29.167,40.052,ON
2024-09-05 09:15:01, 0, 0, 40.499 ,29.168,40.055,ON
2024-09-05 09:15:15, 0, 0, 40.686 ,29.161,40.06,ON
2024-09-05 09:15:29, 0, 0, 40.804 ,29.155,40.067,OFF
2024-09-05 09:15:43, 0, 0, 40.815 ,29.151,40.076,OFF
2024-09-05 09:15:57, 0, 0, 40.808 ,29.149,40.086,OFF
2024-09-05 09:16:11, 0, 0, 40.799 ,29.137,40.098,OFF
2024-09-05 09:16:25, 0, 0, 40.789 ,29.125,40.111,OFF
2024-09-05 09:16:40, 0, 0, 40.781 ,29.119,40.125,OFF
2024-09-05 09:16:54, 0, 0, 40.774 ,29.132,40.138,OFF
2024-09-05 09:17:08, 0, 0, 40.767 ,29.139,40.151,OFF
2024-09-05 09:17:22, 0, 0, 40.761 ,29.14,40.165,OFF
2024-09-05 09:17:36, 0, 0, 40.756 ,29.135,40.178,OFF
2024-09-05 09:17:50, 0, 0, 40.751 ,29.134,40.19,OFF
2024-09-05 09:18:04, 0, 0, 40.747 ,29.117,40.202,OFF
2024-09-05 09:18:18, 0, 0, 40.743 ,29.111,40.214,OFF
2024-09-05 09:18:32, 0, 0, 40.739 ,29.108,40.226,OFF
2024-09-05 09:18:47, 0, 0, 40.735 ,29.116,40.237,OFF
2024-09-05 09:19:01, 0, 0, 40.731 ,29.113,40.247,OFF
2024-09-05 09:19:15, 0, 0, 40.728 ,29.115,40.258,OFF
2024-09-05 09:19:29, 0, 0, 40.724 ,29.114,40.267,OFF
2024-09-05 09:19:43, 0, 0, 40.72 ,29.111,40.277,OFF
2024-09-05 09:19:57, 0, 0, 40.717 ,29.114,40.286,OFF
2024-09-05 09:20:11, 0, 0, 40.713 ,29.11,40.295,OFF
2024-09-05 09:20:25, 0, 0, 40.709 ,29.107,40.304,OFF
2024-09-05 09:20:40, 0, 0, 40.705 ,29.098,40.312,OFF
2024-09-05 09:20:54, 0, 0, 40.701 ,29.104,40.32,OFF
2024-09-05 09:21:08, 0, 0, 40.697 ,29.108,40.328,OFF
2024-09-05 09:21:22, 0, 0, 40.693 ,29.108,40.335,OFF
2024-09-05 09:21:36, 0, 0, 40.689 ,29.111,40.342,OFF
2024-09-05 09:21:50, 0, 0, 40.685 ,29.113,40.349,OFF
2024-09-05 09:22:04, 0, 0, 40.68 ,29.113,40.356,OFF
2024-09-05 09:22:18, 0, 0, 40.676 ,29.108,40.362,OFF
2024-09-05 09:22:33, 0, 0, 40.672 ,29.108,40.369,OFF
2024-09-05 09:22:47, 0, 0, 40.667 ,29.107,40.375,OFF
2024-09-05 09:23:01, 0, 0, 40.663 ,29.101,40.381,OFF
2024-09-05 09:23:15, 0, 0, 40.658 ,29.104,40.387,OFF
2024-09-05 09:23:29, 0, 0, 40.654 ,29.109,40.393,OFF
2024-09-05 09:23:43, 0, 0, 40.649 ,29.118,40.398,OFF
2024-09-05 09:23:57, 0, 0, 40.645 ,29.113,40.404,OFF
2024-09-05 09:24:11, 0, 0, 40.64 ,29.102,40.409,OFF
2024-09-05 09:24:26, 0, 0, 40.635 ,29.099,40.414,OFF
2024-09-05 09:24:40, 0, 0, 40.63 ,29.09,40.419,OFF
2024-09-05 09:24:54, 0, 0, 40.626 ,29.085,40.423,OFF
2024-09-05 09:25:08, 0, 0, 40.621 ,29.096,40.428,OFF
2024-09-05 09:25:22, 0, 0, 40.616 ,29.101,40.433,OFF
2024-09-05 09:25:36, 0, 0, 40.611 ,29.102,40.437,OFF
2024-09-05 09:25:50, 0, 0, 40.607 ,29.101,40.441,OFF
2024-09-05 09:26:04, 0, 0, 40.602 ,29.095,40.446,OFF
2024-09-05 09:26:19, 0, 0, 40.597 ,29.085,40.45,OFF
2024-09-05 09:26:33, 0, 0, 40.592 ,29.081,40.454,OFF
2024-09-05 09:26:47, 0, 0, 40.588 ,29.088,40.458,OFF
2024-09-05 09:27:01, 0, 0, 40.583 ,29.095,40.461,OFF
2024-09-05 09:27:15, 0, 0, 40.578 ,29.083,40.465,OFF
2024-09-05 09:27:29, 0, 0, 40.573 ,29.088,40.469,OFF
2024-09-05 09:27:43, 0, 0, 40.569 ,29.082,40.472,OFF
2024-09-05 09:27:57, 0, 0, 40.564 ,29.071,40.476,OFF
2024-09-05 09:28:12, 0, 0, 40.559 ,29.084,40.479,OFF
2024-09-05 09:28:26, 0, 0, 40.554 ,29.092,40.482,OFF
2024-09-05 09:28:40, 0, 0, 40.55 ,29.096,40.485,OFF
2024-09-05 09:28:54, 0, 0, 40.545 ,29.094,40.488,OFF
2024-09-05 09:29:08, 0, 0, 40.54 ,29.103,40.491,OFF
2024-09-05 09:29:22, 0, 0, 40.536 ,29.104,40.494,OFF
2024-09-05 09:29:36, 0, 0, 40.531 ,29.102,40.497,OFF
2024-09-05 09:29:50, 0, 0, 40.526 ,29.103,40.5,OFF
2024-09-05 09:30:05, 0, 0, 40.522 ,29.106,40.503,OFF
2024-09-05 09:30:19, 0, 0, 40.517 ,29.117,40.505,OFF
2024-09-05 09:30:33, 0, 0, 40.513 ,29.108,40.508,OFF
2024-09-05 09:30:47, 0, 0, 40.508 ,29.118,40.51,OFF
2024-09-05 09:31:01, 0, 0, 40.504 ,29.123,40.513,OFF
2024-09-05 09:31:15, 0, 0, 40.499 ,29.107,40.515,OFF
2024-09-05 09:31:29, 0, 0, 40.495 ,29.116,40.517,OFF
2024-09-05 09:31:42, 0, 0, 40.491 ,29.123,40.519,OFF
2024-09-05 09:31:56, 0, 0, 40.487 ,29.12,40.521,OFF
2024-09-05 09:32:09, 0, 0, 40.482 ,29.116,40.524,OFF
2024-09-05 09:32:23, 0, 0, 40.478 ,29.109,40.526,OFF
2024-09-05 09:32:36, 0, 0, 40.474 ,29.101,40.527,OFF
2024-09-05 09:32:49, 0, 0, 40.47 ,29.103,40.529,OFF
2024-09-05 09:33:03, 0, 0, 40.466 ,29.106,40.531,OFF
2024-09-05 09:33:16, 0, 0, 40.462 ,29.112,40.533,OFF
2024-09-05 09:33:30, 0, 0, 40.458 ,29.119,40.535,OFF
2024-09-05 09:33:43, 0, 0, 40.454 ,29.115,40.536,OFF
2024-09-05 09:33:57, 0, 0, 40.45 ,29.122,40.538,OFF
2024-09-05 09:34:10, 0, 0, 40.446 ,29.126,40.539,OFF
2024-09-05 09:34:24, 0, 0, 40.442 ,29.106,40.541,OFF
2024-09-05 09:34:37, 0, 0, 40.438 ,29.095,40.542,OFF
2024-09-05 09:34:51, 0, 0, 40.434 ,29.086,40.544,OFF
2024-09-05 09:35:04, 0, 0, 40.43 ,29.099,40.545,OFF
2024-09-05 09:35:18, 0, 0, 40.426 ,29.104,40.546,OFF
2024-09-05 09:35:31, 0, 0, 40.422 ,29.115,40.547,OFF
2024-09-05 09:35:45, 0, 0, 40.418 ,29.118,40.549,OFF
2024-09-05 09:35:58, 0, 0, 40.415 ,29.115,40.55,OFF
2024-09-05 09:36:12, 0, 0, 40.411 ,29.117,40.551,OFF
2024-09-05 09:36:25, 0, 0, 40.407 ,29.118,40.552,OFF
2024-09-05 09:36:38, 0, 0, 40.403 ,29.111,40.553,OFF
2024-09-05 09:36:52, 0, 0, 40.4 ,29.109,40.554,OFF
2024-09-05 09:37:05, 0, 0, 40.396 ,29.111,40.555,OFF
2024-09-05 09:37:19, 0, 0, 40.392 ,29.104,40.556,OFF
2024-09-05 09:37:32, 0, 0, 40.389 ,29.096,40.557,OFF
2024-09-05 09:37:46, 0, 0, 40.385 ,29.109,40.557,OFF
2024-09-05 09:37:59, 0, 0, 40.381 ,29.115,40.558,OFF
2024-09-05 09:38:13, 0, 0, 40.378 ,29.119,40.559,OFF
2024-09-05 09:38:26, 0, 0, 40.374 ,29.121,40.56,OFF
2024-09-05 09:38:40, 0, 0, 40.371 ,29.122,40.56,OFF
2024-09-05 09:38:53, 0, 0, 40.367 ,29.127,40.561,OFF
2024-09-05 09:39:07, 0, 0, 40.364 ,29.131,40.561,OFF
2024-09-05 09:39:20, 0, 0, 40.36 ,29.127,40.562,OFF
2024-09-05 09:39:34, 0, 0, 40.357 ,29.131,40.563,OFF
2024-09-05 09:39:47, 0, 0, 40.353 ,29.134,40.563,OFF
2024-09-05 09:40:01, 0, 0, 40.35 ,29.129,40.563,OFF
2024-09-05 09:40:14, 0, 0, 40.346 ,29.125,40.564,OFF
2024-09-05 09:40:27, 0, 0, 40.343 ,29.13,40.564,OFF
2024-09-05 09:40:41, 0, 0, 40.339 ,29.129,40.564,OFF
2024-09-05 09:40:54, 0, 0, 40.336 ,29.119,40.565,OFF
2024-09-05 09:41:08, 0, 0, 40.333 ,29.116,40.565,OFF
2024-09-05 09:41:21, 0, 0, 40.329 ,29.124,40.565,OFF
2024-09-05 09:41:35, 0, 0, 40.326 ,29.127,40.565,OFF
2024-09-05 09:41:48, 0, 0, 40.323 ,29.123,40.565,OFF
2024-09-05 09:42:02, 0, 0, 40.319 ,29.115,40.565,OFF
2024-09-05 09:42:15, 0, 0, 40.316 ,29.112,40.565,OFF
2024-09-05 09:42:29, 0, 0, 40.313 ,29.102,40.565,OFF
2024-09-05 09:42:42, 0, 0, 40.31 ,29.111,40.565,OFF
2024-09-05 09:42:56, 0, 0, 40.306 ,29.11,40.566,OFF
2024-09-05 09:43:09, 0, 0, 40.303 ,29.109,40.565,OFF
2024-09-05 09:43:23, 0, 0, 40.3 ,29.115,40.565,OFF
2024-09-05 09:43:36, 0, 0, 40.297 ,29.113,40.565,OFF
2024-09-05 09:43:50, 0, 0, 40.294 ,29.11,40.565,OFF
2024-09-05 09:44:03, 0, 0, 40.29 ,29.107,40.565,OFF
2024-09-05 09:44:16, 0, 0, 40.287 ,29.112,40.565,OFF
2024-09-05 09:44:30, 0, 0, 40.284 ,29.109,40.565,OFF
2024-09-05 09:44:43, 0, 0, 40.281 ,29.094,40.565,OFF
2024-09-05 09:44:57, 0, 0, 40.278 ,29.099,40.564,OFF
2024-09-05 09:45:10, 0, 0, 40.275 ,29.109,40.564,OFF
2024-09-05 09:45:24, 0, 0, 40.272 ,29.114,40.564,OFF
2024-09-05 09:45:37, 0, 0, 40.269 ,29.118,40.563,OFF
2024-09-05 09:45:51, 0, 0, 40.266 ,29.117,40.563,OFF
2024-09-05 09:46:04, 0, 0, 40.263 ,29.118,40.563,OFF
2024-09-05 09:46:18, 0, 0, 40.26 ,29.117,40.563,OFF
2024-09-05 09:46:31, 0, 0, 40.257 ,29.112,40.562,OFF
2024-09-05 09:46:45, 0, 0, 40.254 ,29.108,40.562,OFF
2024-09-05 09:46:58, 0, 0, 40.251 ,29.108,40.561,OFF
2024-09-05 09:47:12, 0, 0, 40.248 ,29.111,40.561,OFF
2024-09-05 09:47:25, 0, 0, 40.245 ,29.116,40.561,OFF
2024-09-05 09:47:39, 0, 0, 40.242 ,29.12,40.56,OFF
2024-09-05 09:47:52, 0, 0, 40.239 ,29.123,40.56,OFF
2024-09-05 09:48:05, 0, 0, 40.236 ,29.123,40.559,OFF
2024-09-05 09:48:19, 0, 0, 40.233 ,29.12,40.559,OFF
2024-09-05 09:48:32, 0, 0, 40.23 ,29.13,40.558,OFF
2024-09-05 09:48:46, 0, 0, 40.227 ,29.119,40.558,OFF
2024-09-05 09:48:59, 0, 0, 40.224 ,29.126,40.557,OFF
2024-09-05 09:49:13, 0, 0, 40.222 ,29.115,40.557,OFF
2024-09-05 09:49:26, 0, 0, 40.219 ,29.114,40.556,OFF
2024-09-05 09:49:40, 0, 0, 40.216 ,29.102,40.555,OFF
2024-09-05 09:49:53, 0, 0, 40.213 ,29.109,40.555,OFF
2024-09-05 09:50:07, 0, 0, 40.21 ,29.106,40.554,OFF
2024-09-05 09:50:20, 0, 0, 40.207 ,29.105,40.553,OFF
2024-09-05 09:50:34, 0, 0, 40.205 ,29.106,40.553,OFF
2024-09-05 09:50:47, 0, 0, 40.202 ,29.122,40.552,OFF
2024-09-05 09:51:01, 0, 0, 40.199 ,29.122,40.551,OFF
2024-09-05 09:51:14, 0, 0, 40.196 ,29.127,40.551,OFF
2024-09-05 09:51:28, 0, 0, 40.194 ,29.131,40.55,OFF
2024-09-05 09:51:41, 0, 0, 40.191 ,29.132,40.549,OFF
2024-09-05 09:51:54, 0, 0, 40.188 ,29.135,40.548,OFF
2024-09-05 09:52:08, 0, 0, 40.185 ,29.133,40.548,OFF
2024-09-05 09:52:21, 0, 0, 40.183 ,29.129,40.547,OFF
2024-09-05 09:52:35, 0, 0, 40.18 ,29.134,40.546,OFF
2024-09-05 09:52:48, 0, 0, 40.177 ,29.142,40.545,OFF
2024-09-05 09:53:02, 0, 0, 40.175 ,29.147,40.544,OFF
2024-09-05 09:53:15, 0, 0, 40.172 ,29.153,40.544,OFF
2024-09-05 09:53:29, 0, 0, 40.169 ,29.156,40.543,OFF
2024-09-05 09:53:42, 0, 0, 40.167 ,29.139,40.542,OFF
2024-09-05 09:53:56, 0, 0, 40.164 ,29.137,40.541,OFF
2024-09-05 09:54:09, 0, 0, 40.161 ,29.134,40.54,OFF
2024-09-05 09:54:23, 0, 0, 40.159 ,29.141,40.539,OFF
2024-09-05 09:54:36, 0, 0, 40.156 ,29.14,40.538,OFF
2024-09-05 09:54:50, 0, 0, 40.153 ,29.137,40.537,OFF
2024-09-05 09:55:03, 0, 0, 40.151 ,29.132,40.536,OFF
2024-09-05 09:55:17, 0, 0, 40.148 ,29.133,40.535,OFF
2024-09-05 09:55:30, 0, 0, 40.146 ,29.127,40.534,OFF
2024-09-05 09:55:43, 0, 0, 40.143 ,29.12,40.533,OFF
2024-09-05 09:55:57, 0, 0, 40.141 ,29.123,40.532,OFF
2024-09-05 09:56:10, 0, 0, 40.138 ,29.126,40.531,OFF
2024-09-05 09:56:24, 0, 0, 40.135 ,29.128,40.53,OFF
2024-09-05 09:56:37, 0, 0, 40.133 ,29.131,40.529,OFF
2024-09-05 09:56:51, 0, 0, 40.13 ,29.123,40.528,OFF
2024-09-05 09:57:04, 0, 0, 40.128 ,29.124,40.527,OFF
2024-09-05 09:57:18, 0, 0, 40.125 ,29.123,40.526,OFF
2024-09-05 09:57:31, 0, 0, 40.123 ,29.128,40.525,OFF
2024-09-05 09:57:45, 0, 0, 40.12 ,29.125,40.524,OFF
2024-09-05 09:57:58, 0, 0, 40.118 ,29.131,40.522,OFF
2024-09-05 09:58:12, 0, 0, 40.115 ,29.12,40.521,OFF
2024-09-05 09:58:25, 0, 0, 40.113 ,29.123,40.52,OFF
2024-09-05 09:58:39, 0, 0, 40.11 ,29.13,40.519,OFF
2024-09-05 09:58:52, 0, 0, 40.108 ,29.121,40.518,OFF
2024-09-05 09:59:06, 0, 0, 40.106 ,29.115,40.516,OFF
2024-09-05 09:59:19, 0, 0, 40.103 ,29.114,40.515,OFF
2024-09-05 09:59:32, 0, 0, 40.101 ,29.114,40.514,OFF
2024-09-05 09:59:46, 0, 0, 40.098 ,29.115,40.513,OFF
2024-09-05 09:59:59, 0, 0, 40.096 ,29.113,40.512,OFF
2024-09-05 10:00:13, 0, 0, 40.093 ,29.107,40.51,OFF
2024-09-05 10:00:26, 0, 0, 40.091 ,29.098,40.509,OFF
2024-09-05 10:00:40, 0, 0, 40.089 ,29.108,40.508,OFF
2024-09-05 10:00:53, 0, 0, 40.086 ,29.12,40.507,OFF
2024-09-05 10:01:07, 0, 0, 40.084 ,29.125,40.506,OFF
2024-09-05 10:01:20, 0, 0, 40.081 ,29.122,40.504,OFF
2024-09-05 10:01:34, 0, 0, 40.079 ,29.124,40.503,OFF
2024-09-05 10:01:47, 0, 0, 40.077 ,29.128,40.502,OFF
2024-09-05 10:02:01, 0, 0, 40.074 ,29.114,40.501,OFF
2024-09-05 10:02:14, 0, 0, 40.072 ,29.114,40.5,OFF
2024-09-05 10:02:28, 0, 0, 40.069 ,29.124,40.498,OFF
2024-09-05 10:02:41, 0, 0, 40.067 ,29.123,40.497,OFF
2024-09-05 10:02:55, 0, 0, 40.065 ,29.116,40.496,OFF
2024-09-05 10:03:08, 0, 0, 40.062 ,29.114,40.495,OFF
2024-09-05 10:03:21, 0, 0, 40.06 ,29.119,40.493,OFF
